+----+-----------------+----------------+--------------+-------------+-------+------------------+
|    | Package         | Type           |         Corr |           p |   Lag |   decay_strength |
|  4 | VLTimeCausality | Point-Biserial | -0.346725    | 0.00664814  |     3 |          2.77778 |
|  5 | VLTimeCausality | Pearson        | -0.432729    | 0.00055412  |     3 |          2.77778 |
|  6 | VLTimeCausality | Point-Biserial | -0.309311    | 0.00524096  |     4 |          2.77778 |
|  7 | VLTimeCausality | Pearson        | -0.397577    | 0.000260383 |     4 |          2.77778 |
|  8 | VLTimeCausality | Point-Biserial | -0.296267    | 0.00276322  |     5 |          2.77778 |
|  9 | VLTimeCausality | Pearson        | -0.455969    | 1.86672e-06 |     5 |          2.77778 |
| 10 | VLTimeCausality | Point-Biserial | -0.26979     | 0.00288318  |     6 |          2.77778 |
| 11 | VLTimeCausality | Pearson        | -0.392753    | 9.1222e-06  |     6 |          2.77778 |
| 12 | VLTimeCausality | Point-Biserial | -0.256388    | 0.0022304   |     7 |          2.77778 |
| 13 | VLTimeCausality | Pearson        | -0.402657    | 8.13958e-07 |     7 |          2.77778 |
|  0 | NlinTS          | Point-Biserial |  0.311892    | 0.18067     |     1 |          2.77778 |
|  1 | NlinTS          | Pearson        | -0.0717873   | 0.763598    |     1 |          2.77778 |
|  2 | NlinTS          | Point-Biserial |  0.125461    | 0.440481    |     2 |          2.77778 |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          2.77778 |
|  4 | NlinTS          | Point-Biserial |  0.0985313   | 0.453863    |     3 |          2.77778 |
|  5 | NlinTS          | Pearson        |  0.10051     | 0.444802    |     3 |          2.77778 |
|  6 | NlinTS          | Point-Biserial |  0.0789723   | 0.486227    |     4 |          2.77778 |
|  7 | NlinTS          | Pearson        |  0           | 1           |     4 |          2.77778 |
|  8 | NlinTS          | Point-Biserial |  0.0742071   | 0.463099    |     5 |          2.77778 |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          2.77778 |
| 10 | NlinTS          | Point-Biserial |  0.0811769   | 0.378103    |     6 |          2.77778 |
| 11 | NlinTS          | Pearson        |  0.0620197   | 0.500992    |     6 |          2.77778 |
| 12 | NlinTS          | Point-Biserial |  0.086696    | 0.308429    |     7 |          2.77778 |
| 13 | NlinTS          | Pearson        | -0.0146512   | 0.863587    |     7 |          2.77778 |
|  0 | statsmodels     | Point-Biserial | -0.568244    | 0.00894881  |     1 |          3       |
|  1 | statsmodels     | Pearson        | -0.717859    | 0.000365353 |     1 |          3       |
|  2 | statsmodels     | Point-Biserial | -0.319027    | 0.0448033   |     2 |          3       |
|  3 | statsmodels     | Pearson        | -0.252678    | 0.115708    |     2 |          3       |
|  4 | statsmodels     | Point-Biserial | -0.252759    | 0.0513617   |     3 |          3       |
|  5 | statsmodels     | Pearson        | -0.356075    | 0.0052338   |     3 |          3       |
|  6 | statsmodels     | Point-Biserial | -0.218148    | 0.0519017   |     4 |          3       |
|  7 | statsmodels     | Pearson        | -0.351852    | 0.00137176  |     4 |          3       |
|  8 | statsmodels     | Point-Biserial | -0.215012    | 0.0316915   |     5 |          3       |
|  9 | statsmodels     | Pearson        | -0.357943    | 0.00025583  |     5 |          3       |
| 10 | statsmodels     | Point-Biserial | -0.195428    | 0.0324301   |     6 |          3       |
| 11 | statsmodels     | Pearson        | -0.26447     | 0.00351206  |     6 |          3       |
| 12 | statsmodels     | Point-Biserial | -0.171006    | 0.0433695   |     7 |          3       |
| 13 | statsmodels     | Pearson        | -0.231377    | 0.00594906  |     7 |          3       |
|  0 | vars            | Point-Biserial | -0.567463    | 0.00906468  |     1 |          3       |
|  1 | vars            | Pearson        | -0.730902    | 0.000251596 |     1 |          3       |
|  2 | vars            | Point-Biserial | -0.352562    | 0.0256623   |     2 |          3       |
|  3 | vars            | Pearson        | -0.49318     | 0.00122312  |     2 |          3       |
|  4 | vars            | Point-Biserial | -0.259086    | 0.0456156   |     3 |          3       |
|  5 | vars            | Pearson        | -0.473362    | 0.000133571 |     3 |          3       |
|  6 | vars            | Point-Biserial | -0.210338    | 0.0611072   |     4 |          3       |
|  7 | vars            | Pearson        | -0.511288    | 1.25676e-06 |     4 |          3       |
|  8 | vars            | Point-Biserial | -0.181557    | 0.0706371   |     5 |          3       |
|  9 | vars            | Pearson        | -0.522496    | 2.46242e-08 |     5 |          3       |
| 10 | vars            | Point-Biserial | -0.182221    | 0.0463771   |     6 |          3       |
| 11 | vars            | Pearson        | -0.502535    | 4.9594e-09  |     6 |          3       |
| 12 | vars            | Point-Biserial | -0.159515    | 0.0597597   |     7 |          3       |
| 13 | vars            | Pearson        | -0.459429    | 1.13121e-08 |     7 |          3       |
|  0 | lmtest          | Point-Biserial | -0.567567    | 0.00904915  |     1 |          3       |
|  1 | lmtest          | Pearson        | -0.730969    | 0.000251103 |     1 |          3       |
|  2 | lmtest          | Point-Biserial | -0.35259     | 0.0256499   |     2 |          3       |
|  3 | lmtest          | Pearson        | -0.493185    | 0.00122297  |     2 |          3       |
|  4 | lmtest          | Point-Biserial | -0.25912     | 0.0455865   |     3 |          3       |
|  5 | lmtest          | Pearson        | -0.473353    | 0.000133618 |     3 |          3       |
|  6 | lmtest          | Point-Biserial | -0.210347    | 0.0610958   |     4 |          3       |
|  7 | lmtest          | Pearson        | -0.5112      | 1.26293e-06 |     4 |          3       |
|  8 | lmtest          | Point-Biserial | -0.181574    | 0.0706111   |     5 |          3       |
|  9 | lmtest          | Pearson        | -0.522435    | 2.47339e-08 |     5 |          3       |
| 10 | lmtest          | Point-Biserial | -0.182215    | 0.0463835   |     6 |          3       |
| 11 | lmtest          | Pearson        | -0.502426    | 5.00333e-09 |     6 |          3       |
| 12 | lmtest          | Point-Biserial | -0.159508    | 0.0597721   |     7 |          3       |
| 13 | lmtest          | Pearson        | -0.45933     | 1.14046e-08 |     7 |          3       |
|  0 | VLTimeCausality | Point-Biserial | -0.688613    | 0.000787323 |     1 |          3       |
|  1 | VLTimeCausality | Pearson        | -0.920111    | 9.39536e-09 |     1 |          3       |
|  2 | VLTimeCausality | Point-Biserial | -0.435982    | 0.00492079  |     2 |          3       |
|  3 | VLTimeCausality | Pearson        | -0.604797    | 3.57226e-05 |     2 |          3       |
|  4 | VLTimeCausality | Point-Biserial | -0.343126    | 0.00727588  |     3 |          3       |
|  5 | VLTimeCausality | Pearson        | -0.432394    | 0.000560246 |     3 |          3       |
|  6 | VLTimeCausality | Point-Biserial | -0.306801    | 0.00563986  |     4 |          3       |
|  7 | VLTimeCausality | Pearson        | -0.397062    | 0.000265674 |     4 |          3       |
|  8 | VLTimeCausality | Point-Biserial | -0.290906    | 0.00332186  |     5 |          3       |
|  9 | VLTimeCausality | Pearson        | -0.455226    | 1.94934e-06 |     5 |          3       |
| 10 | VLTimeCausality | Point-Biserial | -0.265282    | 0.00340866  |     6 |          3       |
| 11 | VLTimeCausality | Pearson        | -0.391833    | 9.61333e-06 |     6 |          3       |
| 12 | VLTimeCausality | Point-Biserial | -0.251362    | 0.00273783  |     7 |          3       |
| 13 | VLTimeCausality | Pearson        | -0.401532    | 8.79117e-07 |     7 |          3       |
|  0 | NlinTS          | Point-Biserial |  0.311227    | 0.181651    |     1 |          3       |
|  1 | NlinTS          | Pearson        | -0.0719904   | 0.762948    |     1 |          3       |
|  2 | NlinTS          | Point-Biserial |  0.122961    | 0.449716    |     2 |          3       |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          3       |
|  4 | NlinTS          | Point-Biserial |  0.0986043   | 0.453527    |     3 |          3       |
|  5 | NlinTS          | Pearson        |  0.100489    | 0.444898    |     3 |          3       |
|  6 | NlinTS          | Point-Biserial |  0.0787196   | 0.487628    |     4 |          3       |
|  7 | NlinTS          | Pearson        |  3.46945e-18 | 1           |     4 |          3       |
|  8 | NlinTS          | Point-Biserial |  0.072954    | 0.470707    |     5 |          3       |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          3       |
| 10 | NlinTS          | Point-Biserial |  0.0763184   | 0.407396    |     6 |          3       |
| 11 | NlinTS          | Pearson        |  0.0666355   | 0.469606    |     6 |          3       |
| 12 | NlinTS          | Point-Biserial |  0.0807409   | 0.342965    |     7 |          3       |
| 13 | NlinTS          | Pearson        | -0.00125404  | 0.988268    |     7 |          3       |
+----+-----------------+----------------+--------------+-------------+-------+------------------+
